"","his_data_2014.his_all_comments.textOriginal"
"1360","crazy americans.... "
"1361","I live in Colorado and once I heard about that shooting life was never the same"
"1362","But Adam Lanza?"
"1363","What no sandy hook elementary.wtf"
"1364","LOL suing McDonalds for them causing a guy to go mental. WTF? How retarded can you actually be? "
"1365","FUCKING MENTAL CASES :/ "
"1366","is there famous mass shootings...."
"1367","9 days after this video was uploaded, the Sandy Hook Elementary Shooting occured"
"1368","this is why we need more gun control!"
"1369","what about sandy hook"
"1370","its so fucked up---there have been so many i cant keep them straight or even remember some of these, fucked up and sad"
"1371","your treading on thin ice here watch mojo"
"1372","At 2:00 I noticed that is the news station I watch. WPRI Channel 12 news."
"1373","James Holmes Robert Holmes LIBOR scandal.
look it up."
"1374","Kinda sad how there is a top 10 for this"
"1375","What did we learn from this video?? Simple. Good guys with guns eventually stop bad/mentally ill guys with guns. "
"1376","they should make a second one of this. during 2012-1013 there were lots of mass shoot outs, like sand hooks and the bombing in Boston, including many other shoot outs in malls and stores."
"1377","4:08 WALDO"
"1378","why wasn't the Amish school shooting included in this list"
"1379","Really, are you sure this was an okay choice to make this video"
"1380","I think now the new town shooting should be the first one"
"1381","If you can make a top 10 video on just American mass shootings, doesn't that tell the fucking dip shit American government anything?"
"1382","Yeah, blame the goths who are usually very non-violent. Damn stereotypes."
"1383","The shootings were all done by the goverment"
"1384","This is a channel about movies and TV.  Why the fuck are they talking about mass shootings? "
"1385","Dont like Manson but I cant help but agree with him. Doesn't get anymore real than that."
"1386","Its really sad that there is top 10 Mass Shootings in the U.S. video on youtube. This should not be happening in this world. "
"1387","excellent point Manson."
"1388","I wonder why sandy hook wasn't included?"
"1389","#1 and #2 should be switched please"
"1390","Something about this top ten feels morally wrong. Its like they are using shootings to profit their channel."
"1391","Number 1 will be Native Americans in a school All shot to death by the American Army brigade"
"1392","+amanda stuart, really just shut up you don't have to bash guns because someone with a mental disorder decided to go murder people, some close to your family. My condolences to your cousin and his friends."
"1393","why do people like this video?"
"1394","If you are negatively commenting on this video ( ""this is stupid"" ""laaame"" ), you have reached the lowest form of life you can achieve and basic human rights should be expelled from you. Fuck you. (not all basic human rights, but all of the ones that involve freedom of speech) I did not comment this to be a ""hero"" or ""significant"", I posted this on my behalf of my opinion. "
"1395","What about sandy hook?"
"1396","Did anyone else say ""Wait... What? Chicken Mcnuggets made him do it?"" like I did? "
"1397","i agreed with you up until you said americans deserve to die. that's just mean. no one deserves to die. there are bad people everywhere. it's just unfortunate that guns are so easily accessible in America."
"1398","+attananightshadow i just old you y they banned ur duster they can bann what ever the fuck they want cause hey can and realy i dont give a fuck wear your duster to school bro im not stopping you and just flick off the teacher if she trys to stop u"
"1399","+michael hector

for all my school knew I wore that for 3 years before columbine and no one got AK-47'd by me... I know, shocking right? LOL

there was no such gang where I lived and has never been, yet still an article of clothing is labeled as dangerous looking and banned.

don't you get it?

you should watch a video of a guy packing a ton of weapons in just ""normal"" looking cloths. you don't need a trench coat to conceal enough weapons to kill a whole bunch of people...

edit: Its not the clothing, nor the firearms causing the damage... it's ignoring clear signs of mental illness/disturbance.  that's my whole point.  if you want to go through life scared of cloth and metal, go for it."
"1400","+attananightshadow no dude they did that for a reason theres a fucking gang called the trench coat mafia which eric and dylan where in and for all your school knows you could hav a ak in that duster and they wouldent even know it"
"1401","+DoneWithDogma
I know you're trying to be sarcastic, but when a society overreacts regarding the attire of an individual and overlooks/denies/ignores underlying mental issues in members of said society as a root cause for the event's occurrence it is a tragedy. "
"1402","Glad you're okay man!! "
"1403","Right. Because if a crazy person really wants a gun, they definitely won't take the easy route and buy it illegally. "
"1404","The laws need to be changed to include a mandatory psyche eval for the purchaser and his/her family to make sure no crazy people have access to guns."
"1405","+anjhindul Perhaps my wording was bad, what I meant by grow up was don't say immature things. I don't think saying _that_ is a lowly tactic."
"1406","+cal morrison
 you sir are conveniently refusing to acknowledge the FACT that 95% of all firearms used by the 'bad guy' do NOT come into their possession legally almost ALL of them are brought into the country ILLEGALLY! As in the LAW ABIDING person using the gun for SELF DEFENSE is NOT going to get these guns! but the UNLAWFUL person WILL!"
"1407","+cal morrison Guns are meant for far more than to kill."
"1408","to everyone that is saying that we have hands and feet that we could easily use to kill people should we make them illegal well they serve a very important purpose and we use them to multiple things same with cars they are very useful for transport so when someone does kill another person by hitting them with a car we blame the driver but with a gun its sole purpose is to kill thats not useful for an average civilian you then could go on to say well i use as self defense yeh thats a good point but you wont need the gun if the bad guy doesn't have one
   "
"1409","+Hiro Kimura Yeah your first post was very poorly written you definitely made it sound like you were saying you think guns are bad.other than that, what anjhindul said..."
"1410","+Hiro Kimura its hilarious"
"1411","+keveydaking attention seekers, don't listen to them."
"1412","+keveydaking Thats not funny"
"1413","i was one of them"
"1414","+keveydaking
I do hope you were being sarcastic... as mr president already is..."
"1415","I'm a felon and I can't own a firearm. Are you saying I don't have the right to defend myself? They aren't the same thing. Also, good job stumbling in here like a chocolate wasted toddler, insulting everyone. Real mature. "
"1416","+Ed Bell
you are an idiot both those rights go together hand in hand because for most people guns are the only means for self-defense"
"1417","+Hammerhead547
so you think every gun owner is a redneck, shows how fucking stupid you are"
"1418","+Noah Smith
BULLSHIT.  guns were made by man to liberate men or for self-defense"
"1419","So"
"1420","I agree!!!"
"1421","+Based Vi II Perhaps, but the victim would still have a better advantage with a gun than without. It won't completely stop the innocent deaths, but it will surely lessen it."
"1422","+Andrew Weathers Thats entirely not true. But having a gun wouldnt stop someone with a deathwish from attacking you. Which most mass shooters have. lol "
"1423","+mejje jyj It wouldn't matter who's good and who's bad. If everyone had a gun, nobody would fuck with each other. That's just the bottom line. If you were an attacker, would you rather shoot a man with a knife or a man with a gun aimed back at you?"
"1424","do you really trust ppl with guns? u don't know whose the bad guy, you don't know when the good guy would turn bad. we'd just end up creating a war zone like afganistan where everyone including the us army has guns but there is neither  peace nor safety. "
"1425","+Based Vi II These shootings wouldn't end in suicide if the shooting never happened in the first place. Which do you think would keep a shooting from happening? A ""no guns allowed"" sign, or an ""If you are seen as an obvious threat to our school district, you will be shot"" sign?
+keveydaking All I'm saying is that if there were no guns at the white house, the president would have been shot dead a long time ago from a guy who bought his gun online (you can still do that regardless of the law) because of the lack of protection that the president would have. Think about it. One psycho with a gun and a plan to attack the president vs. over 500 specially trained officers with snipers and assault rifles... How do you think that would end? It wouldn't. Unless the suspect was truly dumb enough to even try."
"1426","+TG Leviathan That's obvious, I'm not saying that we don't have the most deadly school shootings. But there are other countries who have worse death tolls per massacre, not numerous massacres, but certain massacres.."
"1427","Haha i wonder what people who have never been to america think its really like here. lol you probably think people walk around brandishing weapons all over the place and shooting people. Sure it happens, ive only seen 1 shooting in my 28 years of life here though. The odds that its ever going to effect any given american citizen is very slim. Hell most the people here are just paranoid wanna-be survivalist that really don't want to hurt anyone.As for the criminals, we all know the worst of them come from abroad so don't make it seem like your countries shit doesn't stink."
"1428","No thanks, I love my country and I love my guns"
"1429","And where are you from taco? I'm gonna be stupid like you and say your from Mexico. Do you think Mexico is any better? With people coming here illegally everyday for a better life? And what about Russia? Where suspects disappear everyday? And CANADA? Where they are very nice and always ask how your day is? HUH? That's right Tac0 STFU. That means shut the fuck up you dumb fuck. I don't even like guns you ignorant bastard."
"1430","Where have you ever heard or seen guns being used to purchase things?"
"1431","+keveydaking Straw purchase is not gun trafficking. God you want stricter laws but your so ignorant to what the laws already are. Buying guns for felons is straw purchases. Which you said there were no laws against.So once again I proved you wrong... How long we going to keep doing this."
"1432","+Dino Spemoni thats for supplying guns to felons, not gun trafficking"
"1433","+keveydaking http://www.startribune.com/local/259446201.html"
"1434","+Dino Spemoni nope"
"1435","+keveydaking I think you have that backwards there buddy."
"1436","Okay "
"1437","This was uploaded before the Sandy Hook shooting. 9 days to be exact..."
"1438","from that perspective it is more justifiable, still, it is hard to watch this and having the sick feeling of theres nothing you can do to save these poor innocent victims... awful. "
"1439","Some may be offended. But this video is trying to make sure this shit never happens again."
"1440","Sod off."
"1441","+Billy Fox There shouldn't be, but welcome to the real world Billy where evil exist "
"1442","+dumbf4k Because there shouldn't be enough mass shootings to have a top 10"
"1443","WHY?"
"1444","That's right, I heard about that on Amish mafia."
"1445","they do loads more than just movies and tv"
"1446","I believe the video was made before the tragedy."
"1447","Sandy Hook took place on Dec. 14 2012, 9 days after this video was posted."
"1448","+Timothy Leary Why because todays youth is ignorant? Columbine will always be way more infamous, you are wrong."
"1449","the only difference between the two is time and if you ask a younger generation about columbine 50% wouldnt know what your talking about where as 90% would know about VT, if we are talking about infamous shootings then VT stands out more."
"1450","Ha. No"
"1451","Did you read the description? "
"1452","like no one cares"
"1453","This is such a stupid fucking top 10...

fuck you mojo dicks"
"1454","This is nothing more than liberal propaganda. The worse mass shootings in the USA were carried out by the US GOV itself!

No mention of Waco? Kent State? Wounded Knee?"
"1455","Wow. They made a top 10 mass shootings video. That's a bit perverse to me. This is exactly the kind of propaganda a lot of these shooters wanted, recognition and going down in history in infamy. You gave them what they wanted, while belittling the lives that were lost by ranking their deaths in a top 10 video. Good job."
"1456","Typical cracker killers"
"1457","the last one really blame fuking video games; people knew this psycho had problems how the fuck did he get guns"
"1458","hahahahahahahahahahahahahaha only in america do we have top 10 mass shootings
top fucking lel"
"1459","Does anyone realize the post date is 9 days before the sandy hook shooting and it says ""in wake of the recent tragedy in new town Connecticut "
"1460","Well, imagine that...Just when I was thinking about him, there he is...or more appropriately, there IT is. Manson's right to perform, record, or even speak are the things that should be revoked. Rub sick bastards like him out and see how much reduction we have in school/general violence from our youth..  And, the time to nip shithooks like him in the bud should be well before they get the chance to gain popularity."
"1461","The fact the school shooting at #1 was blamed on DOOM is fucking pathetic..

It's called losing their minds.
They snapped, and they killed because of it.
Forms of insanity will do that.

Blaming a game does nothing.
The game is innocent."
"1462","That stupid woman who tried to sue McDonalds needs to be shot. "
"1463","Wow"
"1464","6:05 Manson just said whats what."
"1465","IT WAS THE MCNUGGETS MAN"
"1466","Why the US continues to allow their gun laws to be the way they are I will never understand. Yes on occasion a person may be able to save their life by shooting someone attacking them but why is this slim chance worth the lives of hundreds of innocent people who get caught up in mass shootings? Or the lives of those who are shot by people claiming its self defence but really its cold blooded murder. You can preach your damn second amendment at me all you want but that doesn't change the fact that those laws were made hundreds of years ago in a world with a different culture and different technologies. Laws are supposed to keep up with the times and the culture of the people, not keep everyone living in the past. Gun ownership may have been acceptable back then but it sure as hell isn't now."
"1467","Whitman is the reason the SWAT team was created."
"1468","What Manson said ."
"1469","The only thing missing is when europeans came to north america and slaughtered 100s of native american women and children. Ignorant fucking pieces of shit"
"1470","It's kind of silly, but the thing I hate most about some mass shooters, is that they kill themselves before the cops can."
"1471","The second and first do to bullying. Guns doesn't kill people, insane (psycho) people with guns kill people. Don't be a bully. Don't be insane."
"1472","SCUM if the person is sick in the head and wants to end their life why take innocents with them they should just blow their brains out  "
"1473","I live in Kinston Alabama where the first shooting on this list started."
"1474","Not trying to be racist, but I couldn't help but notice that the overwhelming majority of these killers were/are ""white"".  Does this make them ""white niggers"" or less than as they are ""white"" people committing ""nigger acts""?  None of the above as crimes are committed by all humans, regardless of race or statistics.  "
"1475","My dad was at the McDonald's about 2 hrs before that shooting. "
"1476","note how a lot of these are during Barack O' Bama being president, and apparently he is trying to bring in gun control?   "
"1477","Duuude, I remember the fort hood shooting. I lived in Killeen, which is not that far from Fort Hood, and my parents worked there. I stayed at the YMCA for 7 hours or something."
"1478","Less guns less killings"
"1479","You cannot blame Marilyn Manson for what two guys did. I'm a massive fan and I haven't killed my peers. It's unfair to blame the poor guy when he's just doing what he loves. He may be weird, and do strange things, wear strange clothes but that's no reason to point the blame at him when the blame should go towards the two teenagers who did it themselves. Society did this and we should've seen the signs and helped them."
"1480","You can all fuck right off"
"1481","fuck off, at least point out which were real and which were fake."
"1482","You should do one for the rest of the world..."
"1483","top 3 mass shootings from the U.S 
1 . Muslims all over the world 
2 . Hiroshima 
3 . preety much everyone who isn't white "
"1484","I just have to say that I love that Marilyn Manson quote at the end"
"1485","horrible"
"1486","Woah, Marilyn Manson was smooth in his answer."
"1487","4:07 I found Waldo!"
"1488","VIOLENT CRIME STATISTICS EU vs US
(EU) 2,034 violent crimes per 100k
(US) 466 violent crimes per 100k
the decade following the UK banning of handguns in 1997 the number of recorded violent attacks increased by 77% to 1.2 million by 2007 more than 2 attacks every minute Kitchen knives are being used in as many as half of all stabbings in the United Kingdom and has prompted a group of doctos to call for a ban on long pointed kitchen knives."
"1489","mass murder is not something to put on a top 10 list. These people aren't celebrities; shows like these influence others to do the same "
"1490",");"
"1491","How is Columbine #1? Columbine was super weak. Shit, #2, the dude killed 33 people... which is way more than any of the other homos in this list."
"1492","Outlaw guns, and the Outlaws will have the guns."
"1493","Made in AMERICA!"
"1494","stfu Manson! you fucking creep!"
"1495","This is insane."
"1496","Read The hour I first believed, it's about a guy and his wife that was in Columbian high school when it happened."
"1497","How about the North Hollywood shoot out."
"1498","Nobody ever mentions the Red Lake shootings. Everyone knows all about Columbine, Virginia Tech, and Texas University, but about the Red Lake Massacre?"
"1499","when you see a horse race they whip the horses i asked why would you do that and was told because it makes the horses run faster and each whips their horse to make it fair and balanced
funny thing is if you took away all the whips the horses would still all run and it would be fair and balanced"
"1500","Lol why THE FUCK did they blame video games for it when it was 1999 !? , they were just insane , hate and anger and their love to see people suffer and die made them do it you idiots "
"1501","Even though there has been an increase of mass shootings in this country, none can be rated higher than the (arguably first one recorded) in 1966, in which the Marine (Charles Whitman) took it upon himself to kill and injure innocent men, women and children for his personal problems.  In fact, this was the instance when the U.S. decided on officially forming an organized SWAT law enforcement team to deal with situations like this."
"1502","proud to be an american"
"1503","they should not blame marilyn manson,shure his music can crazy.but he is innocent."
"1504","Some want vengeance. Others feel sad. These types of horrible things bring out every extreme emotion anyone can ever have. My prayers are for all the families involved on both sides, that each may find some peace. I don't have any answers, nor can I understand your feelings, as this thankfully has not happened to me or my family. You're in my prayers."
"1505","Eric Harris and Dylan Klebold IDOLS."
"1506","I really wish they would do a ""Top 10"" for how many potential crimes and murders were thwarted due to the victims legally having a gun. "
"1507","This was made a few days before new town they Jinxed it"
"1508","Goddame aurora shooting was on my birthday ............... So fuck u guy the did that"
"1509","This video was made a few days before sandy hook happened"
"1510","where is sandy hook"
"1511","fucking people r crazy"
"1512","Maybe if deranged retards didn't have guns or have stricter background checks this wouldn't happen excessively "
"1513","its strange to me why people dont understand why kids do killing sprees. you can be a nobody a nothing and walk into a school and blow people away from that point on you will be remembered and talked about for the rest of all times. infamy marks you in history. if schools gave that much of a damn the could auto lock all the doors but that would cost too much arming teachers is dumb because sometimes its the teachers doing the killings"
"1514","Is it really right to be making a ""Top Ten"" of mass shootings? Is this any different to having a Top Ten of Rapes or Top Ten Beheadings? Wow…."
"1515","""gun control"" yes amercia, giving people guns to protect themsleves, its done more harm than good, you dont see mass shootings in europe, why because we dont allow guns. simple, no gun = less crime and less deaths. "
"1516","more and more and more school shootings is happening in the u.s now days the guns should have stopped long ago!"
"1517","Top ten Canadian stars"
"1518","What bout sandy hooks
"
"1519","I guess this vid was done before Sandy Hook Elementary.... That would gave been my number one. Too tragic. And a round of applause to Marilyn Manson."
"1520","At least four of these shootings happened in places that do not allow guns, three of these being in the top 5."
"1521","Kent State shooting? I guess only 4 people died and it wasn't a single gunman but the National Guard doing the shooting."
"1522","Marilyn Manson comment = Mind explosion."
"1523","......To be continued.  "
"1524","This list is just morbid."
"1525","The colombine bots were both on medication for being bipolar, a medication that has a 1% chance of a side affect that makes you have difficulty differentiating between reality and dreams and causes you to fantasize about killing people you know. But yeah, lets blame music, video games and movies, because the pharmers dont want the bad press"
"1526","Koreaen boy .do bad things bcz in school every day white boy gave him probleam."
"1527","One of the worst mass shootings in the world, has to be the Utøya massacre July 22 2011 in Norway. Anders Behring Breivik shot and killed allmost 60 kids/teenagers from age 11-20, and about 10 adults, that were on a political themed summer camp, just because he supported another political party. He also tried to blow up the norwegian parlament in Oslo, killing 8, and injuring 200+."
"1528","Wow, this was posted right before sandy hook..."
"1529","Guns, kills, war, Danger, evil, deamons, everything bad = The Govement of United Startes (Fuck USA)"
"1530","""Top 10""."
"1531","Ok, so does anyone else notice how this handles this in all the wrong ways?
it ranks the killers, names the killers, and gives details of the massacres."
"1532","No one needs a gun. That part is true. But no one needs a 300 horsepower car in america either. Here in california, we're lucky if we can drive over 40 on a freeway during the day. Cars kill more people in the US than guns, so shouldnt the real debate be thats cars should be banned? You need a license and training to own a can or a gun....but it never stops a criminal from stealing either and killing whoever happens to be in the way. We want what we want as americans. And because the laws exist that we're allowed to have them, we want them. You cant keep us from having them now because you dont like what they are capable of. Give up your cars, and ill give up my guns. Seems pretty fair"
"1533","To people that say they need guns as defence, if you could not get a gun, how would your attacker?"
"1534","mine is the marathon bombing in Boston"
"1535","Gun laws. The government kinda has is backwards. If people were not allowed to own a firearm in their home, then chances are they will not be able to defend that house against an armed burglar. If a criminal plans on robbing a bank, or a store with a gun, they'll probably get away until police arrive (Which isn't guaranteed that the police will be able to stop them). Reason for that is because people are not permitted to concealing a firearm in their business. It doesn't have to be real bullets, hell, shotguns can fire non-lethal beanbag rounds.Arming the businesses will slow down crime. Think about it. If a guy is pointing a gun at you and you're defenseless, you'll be sworn to do what he want's. But if you were to pull a bigger gun on him, there's a better chance that he will back off. Those new laws where maximum mag size is 10 isn't gonna slow them down. Especially if they have enough experience with firearms to reloading within seconds. Look it up, a sheriff on YouTube actually does a test to show how that would work. "
"1536","Ever heard of minute men, every person had a gun back then and why does it matter now, it's not the big bad gun that kills people it's the mentally unstable suicidal idiots who just easily have one lying around their house, but u won't listen to me anyway so this is a pointless argument"
"1537","People arguing about gun control laws over the internet :)"
"1538","a frend of mine went to clas with a kid who was bullied a lot and he moved to a difrent town and he got mad and killed a thecher and a janator"
"1539","well it may seem a bit drastic BUT I think the Kent State Shooting should be in this list...National Guard shoooting at Students - and that they there propably just following orders makes it even worse"
"1540","Human behavior gets us killed. We need to get used to it."
"1541","typical americans blame it on movies games etc  some people are just mentally FUCKED UP  and gota love it when crazys can get weapons aslong they have a ID money and never done anything bad."
"1542","creepy that 12 days later that the CT elementary school shooting happened after this video was created"
"1543","I had dreams of the queen wonders that lived inside the hearts of love and silent treatments of all the elderly that I knew were once whole. I seek the revelations of all that the holy told to the unwise in the dreams of cold embers in sunlight that fade across lakes of black blood and snakes that eat the loaves of children from lamb trees in autumn. Endless suffering is the woe of ignorant men who never lack to seek the depth of their own hearts and only see the wealth of a poor world suffering to flay its own back in knife wounds of silver and brutal gladness. The nightmare is a dream to the nameless slug that wanders across minefield and the remains of deer and kings. Nightshade is shadows in all honest blinks that sort through the bile of newborn plagues, instant warmth is a mother's milk in dreams before anything was ever evil. In seconds the sun is beating like drums in all hearts eat the ear of noise. The sensual violence of lust is all the assurance you will ever need to know the worth of life.﻿"
"1544","!!!!video games have nothing to do with this.... music has nothing to do with this so if anybody says that one more time Imma flip out on you watch -_-"
"1545","Take note that most of these people commit suicide. These are sick people. Something needs to be done with mental health."
"1546","all the people that think this is a reason to support heavy gun control need to go ahead and read all about the things happening to the unarmed people of Mexico.  Yea this is some bad stuff but theres a lot more to it then just a gun, these shooters are sick people."
"1547","None of those shootings have anything to do with either music or games... maybe movies but i think its bullshit when they blame it on shit that clearly cant be the answer... i mean music and games... really, usually its things that they've gone through like... losing a loved one in something similar or losing their job, or family,... usually its something like that but not games or music and most likely not even movies but those i ""guess"" can encourage that shit :/ but what do i know..."
"1548","They forgot Sandy Hook"
"1549","It still scares me that I've been exactly 1 block or less then two of these"
"1550","Boston Massacre?"
"1551","ever since the aurora shooting i have not been able to go to a movie theater... i freak out at the thought of being in a dark room with a bunch of strangers and not being able to get out"
"1552","So what's the Top 10 Famous Mass shooting?"
"1553","+Hammerhead547

Those tanks running through the building like that was a mass suicide?

Use that logic, that wounded knee massacre was also a mass suicide on part because of  Wovoka ghost dance."
"1554","Waco was a mass suicide/murder perpetrated by David Koresh and his inner circle."
"1555","+Mgooboo Mckenzi
And yet it is never ever brought up. Why is that??"
"1556","Im sorry but if this was liberal propaganda SURLEY they would want to bring up Kent state. The national guard was deployed directly by republican Governor Jim Rhodes whilst Republican President Richard Nixon was in office... it was an all round mess for the republicans! 

Im probably what you would define as ""liberal"" and I'm not anti gun ownership (just want to enforce correctly the laws we already have) and i CERTAINLY disagree with a fascist government shooting it's civillians over a democratic protest, as a ""liberal"" there are enough situation in recent history where trade and workers unions have been killed by national guard which i would put on this list also, yet i don't go claiming it's right-wing propaganda it's not on there. Why on earth because someone has views more left wing would they support the actions of government killing civillians? My views are to disarm the government, reduce military spending and invest in things such as small to medium size enterprise, housing porjects and reduce the role of the financial market. Why would that = I support Kent state and wish to cover it up?!?! "
"1557","+MrElionor
I was in the Military, what the heck are you talking about??? Probably got out before you were born.

Do you think we went and fought for the constitution only to have it undermined by parasites who trade our freedoms for some delusional fantasy?"
"1558","+Hammerhead547 Woah man calm the fuck down. Stop accusing me of being a part of fallacies. I was just saying what I had read about. No need to be a dick about ""correcting"" me."
"1559","I agree games dont have anything to do with shootings, u just have to be stupid enough to do what the game shows"
"1560","+RuSsHeR1
No they weren't, his real motive was the oldest one in the book: jealousy.

The only ""evidence"" proving that assertion comes from third hand accounts (a friend of a friend of a friend) which would be considered hearsay in court and the petulant whining of a spoiled psychopathic brat whose word shouldn't be taken seriously.

Psychopathy is not something that is created it is a personality trait that is present from birth and Eric Harris had all the classic symptoms of being a psychopath complete with an inability to care for others a narcissistic belief in his own ""brilliant intellect"" (his journals prove that he was actually rather room temperature IQ wise).

The ""victim"" fallacy is something that apologists like you created to justify the last act of a violently psychopathic mind that was incapable of feeling human emotion or dealing with rejection and demanded to be ""respected"" despite not deserving it.

In other words: If Eric Harris was mistreated in any way he entirely deserved it and most likely brought it on himself."
"1561","+Hammerhead547 He and the other guy were actually massively bullied and that's what caused them to turn into what you just said."
"1562","That doesn't change the fact that DOOM is an innocent game being blamed for a massacre that was braught on by psychosis and psychological instability."
"1563","I dont know where you came from but here in Germany we have one of the most restricted Gun Laws on this Planet. And still such things happen quite often... The Gun is not the initial Pint, its the Guy behind it. You cant prevent such things from happening.. as sad as it is.."
"1564","why would you let others harm you, when you can just escape?"
"1565","I know if your going to do something bad at least face the consequences and not take the easy way out"
"1566","not silly at all. i feel the same way. it doesn't feel like justice"
"1567","Get your facts right, there are 5.9 murders per 100k population in the US versus 1.71 per 100k population in EU and the violent crime rate is 4 times higher in the US than in the EU source http://www.nationmaster.com/country-info/compare/European-Union/United-States/Crime. If you dont have facts don't post.."
"1568","+MrElionor     
“Those who desire to give up freedom in order to gain security will not have, nor do they deserve, either one.”   Benjamin Franklin"
"1569","+ChamorruWarrior
criminals are not stupid they do not want to bloody their hands (literately and figuratively) if they do not have to murder is still a big charge and they do not want to risk it in case they get caught those guns are really ment to scare you and/or control you (unless he is some of sort of psycho who broke in for the soul purpose to torture and kill you in which case you're really unlucky) in most cases they will only use the gun if you give them a reason to the last thing you want to do is appear as a threat and having a gun tends to be very threatening so you could let the gun man get his way and you will most likely come out of that with at least your life or you try your luck with challenging the gun man in an all or nothing scenario where you can either stop him or he could kill you so when you have a gun you actually increase the chance of someone getting killed (be it you or the perp) dramatically and all those statistics of people successfully fighting off a burglar using a gun doesn't erase all the statistics of people using house hold guns to commit mass murder now i have 1 more question for you is the tiny advantage you get by owning a gun against a criminal that may never strike (there are many gun owners who never get the chance to use there guns for what they claim they're for protection) really worth all the life loss they cause? "
"1570"," Those are possibilities for sure, and we actually do train for that as well (Not saying that automatically eliminates the chance of it happening) but without the gun, she would have just died in the first place lol At least now she, or whoever, would have a chance. There are WAY more people who have protected their homes and families by having a hand gun or rifle in the house than those who have had the rifles or pistols grappled from them and used on them. There are statistics for this as well. This is something we've been doing for a LONG time and it's worked pretty well. Especially those of us who live out on farms and stuff, those guys get weirdos out on their property all the time doing stupid crap and those guys REALLY don't wanna wait 20 to 30 freaking minutes for the police to come and save the day... lol 
 
 I find it pretty basic to understand, if you have a weapon, the chances of you surviving an attack is higher, be it a knife, a gun, a stun gun, pepper spray etc. If the bad guys are going to be armed, I want to be armed as well.
 
 I don't see any posts that ""disprove"" my arguments, just ones that disagree with them. "
"1571","+ChamorruWarrior
oh you have a short memory span that explains it well if you scroll up you will see that i have given multiple arguments to disprove your argument but let me ask you this what if that 250 lb man had a riffle or an uzi or lets take this in another direction what if he wrestles her gun away from her and turns it on her then her ""equalizer"" will become her undoing"
"1572","tazer "
"1573","alas! "
"1574","+Hoss2678
Agreed. It seems a trivial detail that guns stop crimes as well"
"1575","+Vincent Mortensen
That's good to hear! I just wish the news would broadcast stuff like that instead of covering mass shootings all the time. It's all a ploy to justify denying us the second amendment, or I should say a ploy to get the public to agree on releasing their right to bear arms."
"1576","There was a guy randomly stabbing people in a grocery store parking lot near where I live last year.  It was stopped when a concealed carrier pulled a gun on him."
"1577","sorry that i dont really care about youtube comments enough to research about them jeeze anyway we may have more crimes but at least we arnt in 13 trillion debt and spying on friends, americans are so full of themselves i hope the USA changes for the better ,and fast or the USA will be alone with no friends, in debt and then it will crumble..."
"1578","VIOLENT CRIME STATISTICS EU vs US
(EU) 2,034 violent crimes per 100k
(US) 466 violent crimes per 100k
the decade following the UK banning of handguns in 1997 the number of recorded violent attacks increased by 77% to 1.2 million by 2007 more than 2 attacks every minute Kitchen knives are being used in as many as half of all stabbings in the United Kingdom and has prompted a group of doctos to call for a ban on long pointed kitchen knives. Instead of spitting out random lies try doing some research first your ignorance is overwhelming"
"1579","+Abraham Linkoln Then it is the anti-gun laws that make people helpless, gun free zones only disarm the victims."
"1580","+Abraham Linkoln There's nothing wrong with having security, what makes you a sheeple is being totally dependent on such security and become willfully helpless on your own."
"1581","+christian white So what, you want to pass another law banning guns from parents? Why not also ban alcohol from parents since underage drinking is a bad thing."
"1582","+recordmanful Yeh and many of these kids got"" their hands"" on guns from their parents who are licensed gun owners. That's how easy it is. But no, let push for more guns..if you have a kids who intent on maximum damage, it will not be hard trying to find the key to the guns in the house"
"1583","+christian white It's illegal for kids to have guns in case you don't know, and it's ""their hands"" not ""there hands""."
"1584","It really fucking did, absolutely blew my mind."
"1585","+barnett95 Another note: Australia. They have had a no-guns law, which to have a gun OBJECT, such as even a bullet, you need strict tests and other stuff. Newsflash: No murders or even shooting happened in australia when that law came in place"
"1586","Some people have the ability to make there own ranged weapons. Also, the logic that a LAW to keep CRIMINALS, people who break the law, from getting guns because it is illegal, is flawed. Furthermore, almost half of these shootings occurred in places that do not allow guns."
"1587","+Adam Peterson So you clicked on a video to watch it without even knowing the title. Not to mention missing what's right in front of your face. You desperately need a clue"
"1588","so I didn't read the title right so what don't hate seriously some people annoy me so much"
"1589","That's not a mass shooting you idiot"
"1590","Did you eat a bowl of frosted stupid? First of all, the mother would most definitly either say ""no"", or ask why, then say ""no"". Secondly, two of the three weapons you stated are illegal to even look at in the US, let alone allow a CHILD to take posession. And to top it all off, anything classified as a lethal weapon shouldn't be on ANY child on school property. While you're at it, you could say, ""Steven found out that Sam has a rocket launcher, so he gets a NUKE, and launches it 50 miles away from the city, JUST TO BE SAFE!"" Having a standard firearm in your house doesn't make you stupid, but the way you handle it is what would make you stupid. Ask anybody who owns guns, or knows someone who owns guns. 70% of them will probably say, ""Banning firearms is a dumb idea."" "
